"";"id";"statusesCount";"followersCount";"favoritesCount";"friendsCount";"created";"verified";"relationship"
"127";"107139423";1425;185;43;1120;2010-01-21 17:21:23;FALSE;1
"128";"107139423";1425;185;43;1120;2010-01-21 17:21:23;FALSE;2
"129";"115773698";1715;305;51;1092;2010-02-19 22:21:29;FALSE;1
"130";"115773698";1715;305;51;1092;2010-02-19 22:21:29;FALSE;2
"131";"354425685";1861;105;1;106;2011-08-13 18:03:35;FALSE;1
"132";"354425685";1861;105;1;106;2011-08-13 18:03:35;FALSE;2
"133";"87785755";2036;294;17;538;2009-11-05 21:19:23;FALSE;1
"134";"87785755";2036;294;17;538;2009-11-05 21:19:23;FALSE;2
"135";"1599698178";2238;4030;1;4430;2013-07-17 01:44:51;FALSE;1
"136";"1599698178";2238;4030;1;4430;2013-07-17 01:44:51;FALSE;2
"137";"287886345";2537;298;112;1371;2011-04-25 21:28:41;FALSE;2
"138";"57209954";3401;188;1;153;2009-07-16 02:02:54;FALSE;1
"139";"57209954";3401;188;1;153;2009-07-16 02:02:54;FALSE;2
"140";"103484608";3625;220;8;299;2010-01-10 05:03:59;FALSE;1
"141";"103484608";3625;220;8;299;2010-01-10 05:03:59;FALSE;2
"142";"127071466";4121;355;1;543;2010-03-27 23:41:01;FALSE;2
"143";"624279772";4870;2794;14;871;2012-07-02 02:13:17;FALSE;1
"144";"624279772";4870;2794;14;871;2012-07-02 02:13:17;FALSE;2
"145";"51470149";5305;6027;40;2914;2009-06-27 15:42:03;FALSE;1
"146";"51470149";5305;6027;40;2914;2009-06-27 15:42:03;FALSE;2
"147";"166334775";5361;393;9;725;2010-07-13 22:23:24;FALSE;2
"148";"87984256";5902;169;13;85;2009-11-06 17:07:47;FALSE;1
"149";"87984256";5902;169;13;85;2009-11-06 17:07:47;FALSE;2
"150";"24232163";7694;657;22;320;2009-03-13 19:18:40;FALSE;1
"151";"58307217";9749;173;330;346;2009-07-19 22:06:06;FALSE;1
"152";"58307217";9749;173;330;346;2009-07-19 22:06:06;FALSE;2
"153";"115366285";10571;161;0;447;2010-02-18 12:36:24;FALSE;2
"154";"132737839";12402;310;0;733;2010-04-14 01:55:16;FALSE;2
"155";"93244226";38033;626;11;457;2009-11-28 19:30:28;FALSE;1
"156";"93244226";38033;626;11;457;2009-11-28 19:30:28;FALSE;2
"157";"65493750";41024;470;25;382;2009-08-13 22:59:30;FALSE;1
"158";"15721345";64831;31711;1;407;2008-08-04 12:19:15;FALSE;1
"159";"138648959";86;32;1;72;2010-04-30 04:36:41;FALSE;2
"160";"818729984";614;209;139;475;2012-09-12 03:15:04;FALSE;2
"161";"1014384037";38792;2392874;181;132;2012-12-16 03:07:57;FALSE;1
"162";"143123903";118;92;14;298;2010-05-12 17:11:12;FALSE;1
"163";"143123903";118;92;14;298;2010-05-12 17:11:12;FALSE;2
"164";"582348076";14199;18619;150;99;2012-05-17 01:46:22;FALSE;1
"165";"86052970";5954;651;14;395;2009-10-29 12:17:09;FALSE;1
"166";"97516624";4939;183;48;203;2009-12-17 20:16:05;FALSE;1
"167";"97516624";4939;183;48;203;2009-12-17 20:16:05;FALSE;2
"168";"299524352";4115;4810;2;4809;2011-05-16 07:28:53;FALSE;2
"169";"1679082542";768;189;3;456;2013-08-17 20:26:24;FALSE;2
"170";"17594530";391;23554;60;13249;2008-11-24 16:17:22;FALSE;1
"171";"53698539";3747;5825;3;493;2009-07-04 16:03:25;FALSE;1
"172";"167243073";7047;550;53;512;2010-07-16 02:50:56;FALSE;1
"173";"167243073";7047;550;53;512;2010-07-16 02:50:56;FALSE;2
"174";"21996011";15902;5255;42;36;2009-02-26 10:17:18;FALSE;1
"175";"64333051";831;20656;0;87;2009-08-10 04:11:54;FALSE;1
"176";"47491330";15025;5109395;0;1704;2009-06-16 00:29:07;TRUE;1
"177";"83962025";65565;2133;286;1062;2009-10-21 00:29:48;FALSE;1
"178";"83962025";65565;2133;286;1062;2009-10-21 00:29:48;FALSE;2
"179";"12084942";17439;733;1947;492;2008-01-10 20:41:41;FALSE;1
"180";"22336458";19979;68645;1286;70395;2009-03-01 05:46:43;FALSE;2
"181";"89513845";930;231;2;773;2009-11-12 19:01:25;FALSE;2
"182";"16692603";6107;55489;38;2047;2008-10-11 03:24:22;FALSE;1
"183";"718563265";700;218;2;422;2012-07-26 19:02:08;FALSE;2
"184";"116619554";1064;201958;0;201;2010-02-23 03:04:23;FALSE;1
"185";"104649456";16699;20897;1219;187;2010-01-13 23:59:42;FALSE;1
"186";"93672254";1949;4955;0;181;2009-11-30 17:18:52;FALSE;1
"187";"752399006";104;79;0;284;2012-08-12 03:42:11;FALSE;2
"188";"407799335";1015;349;38;935;2011-11-08 15:30:53;FALSE;2
"189";"131589183";9024;420;255;399;2010-04-10 18:41:46;FALSE;2
"190";"129210006";2169;303;34;357;2010-04-03 14:47:02;FALSE;2
"191";"171763850";7736;302;24;254;2010-07-28 03:14:31;FALSE;2
"192";"134297479";4750;343;356;510;2010-04-18 01:28:37;FALSE;1
"193";"134297479";4750;343;356;510;2010-04-18 01:28:37;FALSE;2
"194";"63549738";35487;1710;443;1998;2009-08-06 21:46:07;FALSE;1
"195";"63549738";35487;1710;443;1998;2009-08-06 21:46:07;FALSE;2
"196";"1599479330";4;27;0;146;2013-07-16 23:12:04;FALSE;2
"197";"62306128";3545;166;20;186;2009-08-02 17:31:42;FALSE;1
"198";"62306128";3545;166;20;186;2009-08-02 17:31:42;FALSE;2
"199";"58923235";52285;538;1262;395;2009-07-21 21:12:43;FALSE;1
"200";"58923235";52285;538;1262;395;2009-07-21 21:12:43;FALSE;2
"201";"195627508";108;42;2;90;2010-09-27 05:10:57;FALSE;2
"202";"245065959";1233;148;18;415;2011-01-30 20:08:57;FALSE;1
"203";"245065959";1233;148;18;415;2011-01-30 20:08:57;FALSE;2
"204";"469715791";188;89;1;500;2012-01-20 22:20:37;FALSE;2
"205";"238162704";13920;726;1353;580;2011-01-14 14:24:48;FALSE;1
"206";"145057848";33816;392;243;373;2010-05-18 01:16:51;FALSE;1
"207";"120921487";1605;177;34;214;2010-03-08 00:32:57;FALSE;1
"208";"120921487";1605;177;34;214;2010-03-08 00:32:57;FALSE;2
"209";"614781590";1315;97;0;286;2012-06-22 02:42:20;FALSE;2
"210";"211865508";802;247;57;613;2010-11-04 13:51:02;FALSE;1
"211";"211865508";802;247;57;613;2010-11-04 13:51:02;FALSE;2
"212";"250730952";3858;158;33;203;2011-02-11 17:52:00;FALSE;1
"213";"250730952";3858;158;33;203;2011-02-11 17:52:00;FALSE;2
"214";"104283148";22760;833;3400;847;2010-01-12 21:48:11;FALSE;1
"215";"104283148";22760;833;3400;847;2010-01-12 21:48:11;FALSE;2
"216";"54935783";8199;976;131;758;2009-07-08 15:55:26;FALSE;1
"217";"54935783";8199;976;131;758;2009-07-08 15:55:26;FALSE;2
"218";"2205618823";3;8;1;80;2013-11-20 21:17:04;FALSE;2
"219";"123306600";2864;290;94;501;2010-03-15 17:33:14;FALSE;1
"220";"123306600";2864;290;94;501;2010-03-15 17:33:14;FALSE;2
"221";"197627601";2368;135;4;454;2010-10-02 00:59:26;FALSE;1
"222";"197627601";2368;135;4;454;2010-10-02 00:59:26;FALSE;2
"223";"54292899";87495;943;12403;786;2009-07-06 18:43:20;FALSE;1
"224";"54292899";87495;943;12403;786;2009-07-06 18:43:20;FALSE;2
"225";"289364665";6278;331;780;191;2011-04-28 14:29:25;FALSE;1
"226";"289364665";6278;331;780;191;2011-04-28 14:29:25;FALSE;2
"227";"126992728";17830;773;5576;1015;2010-03-27 17:37:54;FALSE;1
"228";"126992728";17830;773;5576;1015;2010-03-27 17:37:54;FALSE;2
"229";"399228952";1186;149;1;259;2011-10-27 05:44:41;FALSE;2
"230";"129561413";3669;283;3;439;2010-04-04 18:19:51;FALSE;2
"231";"90928876";14361;430;72;414;2009-11-18 18:33:53;FALSE;1
"232";"90928876";14361;430;72;414;2009-11-18 18:33:53;FALSE;2
"233";"36573954";18343;392;335;188;2009-04-30 02:50:44;FALSE;2
"234";"36573954";18344;392;335;188;2009-04-30 02:50:44;FALSE;1
"235";"77304722";14997;155;666;159;2009-09-25 20:35:51;FALSE;1
"236";"77304722";14997;155;666;159;2009-09-25 20:35:51;FALSE;2
"237";"62070178";111;287;70;1959;2009-08-01 16:50:42;FALSE;2
"238";"21425125";34768;12270721;603;2302;2009-02-20 19:30:51;FALSE;1
"239";"39655587";17396;1530;9;227;2009-05-13 01:37:09;FALSE;1
"240";"33679546";14733;1084;136;784;2009-04-20 21:53:51;FALSE;1
"241";"33679546";14733;1084;136;784;2009-04-20 21:53:51;FALSE;2
"242";"222239485";67;259;12;341;2010-12-02 21:11:21;FALSE;2
"243";"75179228";889;139;12;479;2009-09-18 02:29:20;FALSE;2
"244";"158861055";2140;204;75;386;2010-06-23 21:18:40;FALSE;2
"245";"148213718";9837;620574;36;815;2010-05-26 03:53:28;FALSE;1
"246";"365405815";2162;849;0;1227;2011-08-31 11:40:15;FALSE;2
"247";"88537980";178792;102300;25;1310;2009-11-08 23:26:19;FALSE;1
"248";"139210326";2677;91964;661;17808;2010-05-01 22:34:30;FALSE;1
"249";"139210326";2677;91964;661;17808;2010-05-01 22:34:30;FALSE;2
"250";"47029738";34708;45442;78;39225;2009-06-14 04:07:50;FALSE;1
"251";"47029738";34708;45442;78;39225;2009-06-14 04:07:50;FALSE;2
"252";"327529710";358;279;0;3;2011-07-01 18:26:07;FALSE;1
"253";"76168396";5075;7947;241;8248;2009-09-21 22:39:10;FALSE;1
"254";"864888211";308;54;27;113;2012-10-06 15:46:29;FALSE;2
"255";"114505584";2284;238;32;406;2010-02-15 16:59:38;FALSE;2
"256";"102480886";2;1;0;1;2010-01-06 21:11:44;FALSE;1
"257";"102480886";2;1;0;1;2010-01-06 21:11:44;FALSE;2
"258";"104082267";20519;13950;0;9929;2010-01-12 05:44:28;FALSE;1
"259";"104082267";20519;13950;0;9929;2010-01-12 05:44:28;FALSE;2
"260";"1732663279";11201;2103;0;15;2013-09-05 17:57:21;FALSE;1
"261";"186298879";3814;65977;30;21937;2010-09-03 02:22:28;FALSE;1
"262";"186298879";3814;65977;30;21937;2010-09-03 02:22:28;FALSE;2
"263";"125815104";5244;499;382;1176;2010-03-23 23:40:28;FALSE;2
"264";"80901604";34953;1562;4659;1940;2009-10-08 17:48:46;FALSE;2
"265";"6776102";20660;50886;222;1909;2007-06-12 20:50:18;FALSE;1
"266";"6776102";20660;50886;222;1909;2007-06-12 20:50:18;FALSE;2
"267";"105667163";45651;1533;289;1380;2010-01-17 02:53:38;FALSE;1
"268";"105667163";45651;1533;289;1380;2010-01-17 02:53:38;FALSE;2
"269";"124848870";13389;594;29;1311;2010-03-20 19:53:01;FALSE;1
"270";"124848870";13389;594;29;1311;2010-03-20 19:53:01;FALSE;2
"271";"88780259";27080;996;1688;1222;2009-11-09 22:29:35;FALSE;1
"272";"88780259";27080;996;1688;1222;2009-11-09 22:29:35;FALSE;2
"273";"107287570";16449;329;257;248;2010-01-22 02:47:45;FALSE;1
"274";"107287570";16449;329;257;248;2010-01-22 02:47:45;FALSE;2
"275";"2666232115";6;4;0;34;2014-07-21 15:43:14;FALSE;2
"276";"35826071";33233;7205;5510;349;2009-04-27 19:01:00;FALSE;1
"277";"107134389";6969;353;86;447;2010-01-21 17:04:01;FALSE;1
"278";"107134389";6969;353;86;447;2010-01-21 17:04:01;FALSE;2
"279";"38673878";128405;65343;468;36800;2009-05-08 14:20:32;FALSE;2
"280";"38673878";128456;65343;468;36800;2009-05-08 14:20:32;FALSE;1
"281";"116207838";30;58;0;118;2010-02-21 15:44:27;FALSE;1
"282";"116207838";30;58;0;118;2010-02-21 15:44:27;FALSE;2
"283";"522707069";151;781;1;1797;2012-03-13 00:17:02;FALSE;2
"284";"2865662044";2;0;0;21;2014-11-07 13:39:44;FALSE;2
"285";"197456911";6901;9983;107;5741;2010-10-01 15:11:54;FALSE;2
"286";"1228312916";32350;1297469;156;105;2013-02-28 20:21:12;FALSE;1
"287";"2567582426";59;53;1;25;2014-06-14 18:35:02;FALSE;1
"288";"2598327541";170;1520;6;445;2014-07-01 17:31:45;FALSE;1
"289";"144655345";1305;92;2;364;2010-05-16 23:34:13;FALSE;1
"290";"144655345";1305;92;2;364;2010-05-16 23:34:13;FALSE;2
"291";"154306011";3715;242;21;304;2010-06-10 22:32:25;FALSE;1
"292";"154306011";3715;242;21;304;2010-06-10 22:32:25;FALSE;2
"293";"145962607";190641;28403;4;7225;2010-05-20 08:34:47;FALSE;1
"294";"172171682";45;116;16;167;2010-07-29 02:13:26;FALSE;2
"295";"1877536490";104;341;3;1689;2013-09-18 01:16:16;FALSE;2
"296";"203515318";1613;153;13;275;2010-10-16 13:10:58;FALSE;1
"297";"203515318";1613;153;13;275;2010-10-16 13:10:58;FALSE;2
"298";"277570925";67;162;0;172;2011-04-05 16:49:55;FALSE;2
"299";"180505807";6042;38018100;76;2;2010-08-19 20:11:11;TRUE;1
"300";"63222565";25112;9035;732;1988;2009-08-05 19:03:10;FALSE;1
"301";"1074668461";353;328;45;578;2013-01-09 19:25:37;FALSE;2
"302";"77038112";14679;76999;1188;24780;2009-09-24 20:41:08;FALSE;1
"303";"76048238";2444;817;19;68;2009-09-21 15:06:59;FALSE;1
"304";"319745121";2715;2454;243;332;2011-06-18 17:20:06;FALSE;1
"305";"94173593";62689;19781;570;670;2009-12-02 20:54:33;FALSE;1
"306";"898491";5053;73434;10;79226;2007-03-11 03:59:04;FALSE;1
"307";"898491";5053;73434;10;79226;2007-03-11 03:59:04;FALSE;2
"308";"404760414";176;57;54;153;2011-11-04 11:21:34;FALSE;2
"309";"119488560";4254;1343;0;1369;2010-03-03 20:21:12;FALSE;1
"310";"119488560";4254;1343;0;1369;2010-03-03 20:21:12;FALSE;2
"311";"33884545";47410;9864907;1122;392;2009-04-21 12:14:47;TRUE;1
"312";"545068604";219;79;5;173;2012-04-04 11:57:46;FALSE;2
"313";"33905807";17578;3105408;42509;104917;2009-04-21 13:41:09;TRUE;1
"314";"15846407";10262;41201565;218;39064;2008-08-14 03:50:42;TRUE;1
"315";"452174846";6841;409;33;579;2012-01-01 14:23:04;FALSE;1
"316";"452174846";6841;409;33;579;2012-01-01 14:23:04;FALSE;2
"317";"71318604";32782;115234;1823;7140;2009-09-03 18:11:05;FALSE;1
"318";"331948399";11;157;0;830;2011-07-09 00:03:25;FALSE;2
"319";"29929963";12422;337;68;310;2009-04-09 05:32:45;FALSE;1
"320";"29929963";12422;337;68;310;2009-04-09 05:32:45;FALSE;2
"321";"64624775";5084;168;2046;134;2009-08-11 04:26:46;FALSE;1
"322";"64624775";5084;168;2046;134;2009-08-11 04:26:46;FALSE;2
"323";"73009932";14690;195;314;350;2009-09-10 01:38:23;FALSE;1
"324";"73009932";14690;195;314;350;2009-09-10 01:38:23;FALSE;2
"325";"133858301";72;58;8;237;2010-04-16 20:40:04;FALSE;2
"326";"5414782";4095;6074;2;7180;2007-04-22 23:56:00;FALSE;1
"327";"5414782";4095;6074;2;7180;2007-04-22 23:56:00;FALSE;2
"328";"30061191";7877;388;669;659;2009-04-09 20:34:44;FALSE;1
"329";"30061191";7877;388;669;659;2009-04-09 20:34:44;FALSE;2
"330";"51813322";29929;1537;290;807;2009-06-28 19:20:19;FALSE;1
"331";"178202885";63945;134391;9;121937;2010-08-14 03:46:11;FALSE;1
"332";"178202885";63945;134391;9;121937;2010-08-14 03:46:11;FALSE;2
"333";"146130732";355383;125627;24;28915;2010-05-20 17:28:55;FALSE;2
"334";"146130732";355394;125627;24;28915;2010-05-20 17:28:55;FALSE;1
"335";"173249870";14;59;0;295;2010-07-31 22:09:32;FALSE;2
"336";"126725902";1553;36;0;136;2010-03-26 20:06:39;FALSE;2
"337";"380179506";18250;2186;621;1526;2011-09-26 06:23:19;FALSE;1
"338";"68448205";152092;391486;743;9067;2009-08-24 16:40:16;FALSE;1
"339";"88737832";1473;255;106;777;2009-11-09 19:22:46;FALSE;2
"340";"473398440";4;21489;11;48;2012-01-24 23:03:32;FALSE;1
"341";"49159743";46038;2839;165;99;2009-06-20 23:37:08;FALSE;1
"342";"36414477";9245;65912;0;113;2009-04-29 17:23:32;TRUE;1
"343";"70502750";239969;59954;1;183;2009-08-31 21:16:17;FALSE;1
"344";"177656790";193683;506776;1;5;2010-08-12 18:42:08;FALSE;1
"345";"78197958";10747;454;141;732;2009-09-29 02:54:52;FALSE;1
"346";"78197958";10747;454;141;732;2009-09-29 02:54:52;FALSE;2
"347";"21506904";2563;913;0;492;2009-02-21 18:47:37;FALSE;1
"348";"2569261";23959;165660;6017;673;2007-03-27 22:56:04;TRUE;1
"349";"220145170";3599;118797;170;15;2010-11-26 22:33:41;FALSE;1
"350";"926696402";765;363;81;341;2012-11-05 02:45:26;FALSE;2
"351";"59479494";152950;1066;1208;885;2009-07-23 14:32:56;FALSE;2
"352";"59479494";152953;1066;1208;885;2009-07-23 14:32:56;FALSE;1
"353";"69481060";15196;461;54;558;2009-08-28 02:31:04;FALSE;1
"354";"69481060";15196;461;54;558;2009-08-28 02:31:04;FALSE;2
"355";"47415118";2492;2629;6;1254;2009-06-15 19:10:58;FALSE;2
"356";"234500734";474;308;4;439;2011-01-05 20:27:33;FALSE;1
"357";"234500734";474;308;4;439;2011-01-05 20:27:33;FALSE;2
"358";"306535281";720;153;18;292;2011-05-28 01:46:48;FALSE;2
"359";"30048176";71753;7032;136;4091;2009-04-09 19:28:08;FALSE;1
"360";"491826452";6;447;6;822;2012-02-14 02:06:20;FALSE;2
"361";"1253070590";1835;276;67;476;2013-03-09 00:39:52;FALSE;2
"362";"85226674";8892;629;13;1084;2009-10-26 03:15:53;FALSE;1
"363";"85226674";8892;629;13;1084;2009-10-26 03:15:53;FALSE;2
"364";"99828167";16087;810;24;837;2009-12-28 01:36:39;FALSE;1
"365";"99828167";16087;810;24;837;2009-12-28 01:36:39;FALSE;2
"366";"157041812";9068;20733;665;108;2010-06-18 17:43:17;FALSE;1
"367";"91637663";953;720;1;1437;2009-11-21 19:34:12;FALSE;1
"368";"91637663";953;720;1;1437;2009-11-21 19:34:12;FALSE;2
"369";"152877873";575;59;15;109;2010-06-07 03:20:57;FALSE;1
"370";"152877873";575;59;15;109;2010-06-07 03:20:57;FALSE;2
"371";"375830954";7;21;3;34;2011-09-18 20:21:30;FALSE;2
"372";"124065168";8;3455;4;987;2010-03-18 04:25:29;FALSE;1
"373";"144213894";279;4341;0;229;2010-05-15 16:37:07;FALSE;1
"374";"31433872";7751;28282;137;5096;2009-04-15 15:30:40;FALSE;1
"375";"31433872";7751;28282;137;5096;2009-04-15 15:30:40;FALSE;2
"376";"108844785";8528;346;64;349;2010-01-27 05:20:27;FALSE;1
"377";"108844785";8528;346;64;349;2010-01-27 05:20:27;FALSE;2
"378";"134300581";6;491;0;6;2010-04-18 01:40:40;FALSE;1
"379";"52075001";22579;26274;4;325;2009-06-29 14:42:23;FALSE;1
"380";"92498229";9285;34027;23;29;2009-11-25 11:03:31;FALSE;1
"381";"241746074";62;34;12;83;2011-01-23 01:43:55;FALSE;2
"382";"124228601";392;160;1;198;2010-03-18 17:54:05;FALSE;1
"383";"124228601";392;160;1;198;2010-03-18 17:54:05;FALSE;2
"384";"161279565";9684;1111;0;1956;2010-06-30 12:53:05;FALSE;2
"385";"97974174";157084;133226;188;90968;2009-12-19 20:15:53;FALSE;1
"386";"97974174";157084;133226;188;90968;2009-12-19 20:15:53;FALSE;2
"387";"43436585";269;86;9;195;2009-05-29 23:41:52;FALSE;2
"388";"121836655";8107;11569;59;2106;2010-03-10 19:09:03;FALSE;1
"389";"74492844";52382;502028;160;912;2009-09-15 16:50:15;TRUE;1
"390";"143445588";497;4941;0;0;2010-05-13 13:48:24;FALSE;1
"391";"1653821096";17390;5331;18;4602;2013-08-07 20:32:17;FALSE;1
"392";"2342197760";671;419;151;361;2014-02-13 16:00:20;FALSE;2
"393";"404600975";37549;4250;0;5160;2011-11-04 04:37:02;FALSE;1
"394";"404600975";37549;4250;0;5160;2011-11-04 04:37:02;FALSE;2
"395";"630328377";795;620;0;530;2012-07-08 14:20:25;FALSE;2
"396";"129280923";38324;1849772;5959;69;2010-04-03 19:41:52;FALSE;1
